"행정구역(시군구)별","항목","단위","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"대구광역시","여자인구수[명]","명","1237904","1240367","1246326","1255905","1256621","1257273","1259664","1258458","1252214","1245266","1245028","1245851","1245903","1256431","1255694","1256324","1255517","1252145","1250538","1250388","1247417","1242427","1232745","1225237","1209780","1200826","1208157","1204028",
"중구","총인구수[명]","명","103081","99311","95498","91880","89577","87070","83517","79911","80081","78615","79093","78824","77585","77857","76600","75439","76246","78812","80928","79712","78986","79401","77421","76547","74791","80199","89064","97711",
"중구","남자인구수[명]","명","50879","49036","47262","45503","44388","43040","41293","39474","39631","38833","39015","38845","38180","38299","37616","36980","37276","38444","39492","38720","38395","38498","37384","36799","35948","38460","42629","46789",
"중구","여자인구수[명]","명","52202","50275","48236","46377","45189","44030","42224","40437","40450","39782","40078","39979","39405","39558","38984","38459","38970","40368","41436","40992","40591","40903","40037","39748","38843","41739","46435","50922",
"동구","총인구수[명]","명","343934","342458","340649","338052","336272","333134","339511","344328","344082","337902","336049","330996","331421","337529","341206","342092","343802","347975","349728","351352","349379","351291","345469","341920","341436","339530","342813","342339",
"동구","남자인구수[명]","명","173347","172575","171633","170255","169351","167732","170850","172949","172906","169808","168710","165937","165910","169124","170918","171161","171738","173633","174224","174663","173301","173955","170601","168443","167888","166741","167928","167438",
"동구","여자인구수[명]","명","170587","169883","169016","167797","166921","165402","168661","171379","171176","168094","167339","165059","165511","168405","170288","170931","172064","174342","175504","176689","176078","177336","174868","173477","173548","172789","174885","174901",
"서구","총인구수[명]","명","317944","302773","293012","286197","280075","272752","264699","258098","251004","243560","237757","228720","225193","224618","222619","220211","215399","210770","206028","199507","191992","184372","175277","170700","164528","159827","164088","163135",
"서구","남자인구수[명]","명","161565","153964","149201","145654","142715","138895","134565","130933","127416","123786","120792","116348","114448","114300","113135","111782","109196","106740","104213","100760","96795","92796","88052","85572","82241","79580","81498","80882",
"서구","여자인구수[명]","명","156379","148809","143811","140543","137360","133857","130134","127165","123588","119774","116965","112372","110745","110318","109484","108429","106203","104030","101815","98747","95197","91576","87225","85128","82287","80247","82590","82253",
"남구","총인구수[명]","명","209874","203050","201433","196286","192629","189725","185566","181381","180011","180481","178530","175317","171873","171197","169095","168715","166062","163492","160852","156433","152845","150501","148113","146632","143175","141519","139187","136263",
"남구","남자인구수[명]","명","103457","100157","99223","96692","94809","93089","90934","88801","88039","88364","87370","85763","84121","83880","82674","82455","81060","79758","78305","76147","74133","72664","71366","70471","68799","67842","66512","65008",
"남구","여자인구수[명]","명","106417","102893","102210","99594","97820","96636","94632","92580","91972","92117","91160","89554","87752","87317","86421","86260","85002","83734","82547","80286","78712","77837","76747","76161","74376","73677","72675","71255",
"북구","총인구수[명]","명","392570","392603","404053","409353","414305","435209","446318","459741","464559","468030","463056","461518","453367","452505","449775","448485","444359","444375","443119","440383","441375","439489","437710","440263","437008","430912","419624","413010",
"북구","남자인구수[명]","명","198503","198521","204247","206886","209100","219669","225104","231858","234077","235723","232933","232097","227876","227546","225858","225108","222780","222664","221876","220247","220579","219307","218150","219197","217420","214151","208178","204630",
"북구","여자인구수[명]","명","194067","194082","199806","202467","205205","215540","221214","227883","230482","232307","230123","229421","225491","224959","223917","223377","221579","221711","221243","220136","220796","220182","219560","221066","219588","216761","211446","208380",
"수성구","총인구수[명]","명","468759","462205","460485","459658","456487","446879","448430","443881","437356","440172","447164","451732","456196","461988","461083","459779","461004","456505","451786","447011","439211","432759","428614","424314","417097","411553","407331","409107",
"수성구","남자인구수[명]","명","233915","230606","229683","228998","227371","222779","223314","220678","216981","218016","221136","223016","224599","227298","226551","225429","225950","223495","220898","218317","213939","210621","208024","205293","201689","198731","196277","196815",
"수성구","여자인구수[명]","명","234844","231599","230802","230660","229116","224100","225116","223203","220375","222156","226028","228716","231597","234690","234532","234350","235054","233010","230888","228694","225272","222138","220590","219021","215408","212822","211054","212292",
"달서구","총인구수[명]","명","514729","552170","567715","588546","599664","605433","603949","601467","595860","589041","591169","594616","598011","607083","606542","606557","610358","606433","602641","591891","578068","573413","568887","558631","544926","536989","527781","522021",
